,date,street,level,median_length,median_delay,median_speed_kmh,median_record,id,y5,y3,y4,city
0,2022-07-06,Abdul Rahman Saleh,2,838.0,85.5,16.715,15.0,2022-07-06_Abdul Rahman Saleh,0,0,3,KOTA BANDUNG
1,2022-07-06,Akses Tol Pasteur,3,374.0,172.5,4.52,15.0,2022-07-06_Akses Tol Pasteur,4,1,0,KOTA BANDUNG
2,2022-07-06,Alkateri,2,317.0,63.5,8.829999999999998,7.0,2022-07-06_Alkateri,4,1,0,KOTA BANDUNG
3,2022-07-06,Anggrek,3,341.0,111.0,6.735,10.0,2022-07-06_Anggrek,4,1,0,KOTA BANDUNG
4,2022-07-06,Antapani,1,717.0,83.25,11.0699995,6.5,2022-07-06_Antapani,1,0,3,KOTA BANDUNG
5,2022-07-06,Arah Cihampelas/Pasteur/Pajajaran,4,225.0,122.0,5.79,4.0,2022-07-06_Arah Cihampelas/Pasteur/Pajajaran,4,1,0,KOTA BANDUNG
6,2022-07-06,Arah Mustang/Cibogo/Gunung Batu,4,207.0,128.0,4.97,29.0,2022-07-06_Arah Mustang/Cibogo/Gunung Batu,4,1,0,KOTA BANDUNG
7,2022-07-06,Arah Taman Sari/Dago/Dipati Ukur/Sabuga,4,265.0,136.5,5.96,16.5,2022-07-06_Arah Taman Sari/Dago/Dipati Ukur/Sabuga,4,1,0,KOTA BANDUNG
8,2022-07-06,Arcamanik Endah,2,781.5,116.5,14.66,9.5,2022-07-06_Arcamanik Endah,1,0,3,KOTA BANDUNG
9,2022-07-06,Asia Afrika,3,1060.0,104.0,16.325000000000003,17.0,2022-07-06_Asia Afrika,0,0,2,KOTA BANDUNG
10,2022-07-06,Astana Anyar,3,670.0,103.0,12.88,23.0,2022-07-06_Astana Anyar,1,0,3,KOTA BANDUNG
11,2022-07-06,BKR,3,857.0,95.5,16.365000000000002,11.5,2022-07-06_BKR,0,0,3,KOTA BANDUNG
12,2022-07-06,Babakan Ciparay,3,249.5,89.0,5.37749985,9.5,2022-07-06_Babakan Ciparay,4,1,0,KOTA BANDUNG
13,2022-07-06,Babakan Lembur Tengah,2,592.0,87.0,12.38,2.0,2022-07-06_Babakan Lembur Tengah,1,0,3,KOTA BANDUNG
14,2022-07-06,Babakan Sari,2,665.0,71.5,12.775,8.0,2022-07-06_Babakan Sari,1,0,3,KOTA BANDUNG
15,2022-07-06,Badak Singa,4,157.0,183.0,2.79,12.0,2022-07-06_Badak Singa,4,1,0,KOTA BANDUNG
16,2022-07-06,Balong Gede,3,344.0,172.5,4.4399996,4.0,2022-07-06_Balong Gede,4,1,0,KOTA BANDUNG
17,2022-07-06,Banceuy,2,525.0,66.0,14.45,13.0,2022-07-06_Banceuy,1,0,3,KOTA BANDUNG
18,2022-07-06,Batu Kencana,3,285.0,201.0,3.615,7.0,2022-07-06_Batu Kencana,4,1,0,KOTA BANDUNG
19,2022-07-06,Batununggal,2,371.0,80.0,7.02,9.0,2022-07-06_Batununggal,4,1,0,KOTA BANDUNG
20,2022-07-06,Bojong Koneng,1,542.0,72.0,11.25,6.5,2022-07-06_Bojong Koneng,1,1,3,KOTA BANDUNG
21,2022-07-06,Bojong Raya,2,752.0,83.0,15.94,8.0,2022-07-06_Bojong Raya,1,0,3,KOTA BANDUNG
22,2022-07-06,Braga,2,392.0,144.0,6.19,21.0,2022-07-06_Braga,4,1,0,KOTA BANDUNG
23,2022-07-06,Brigjen Katamso,2,564.0,75.0,15.9,5.0,2022-07-06_Brigjen Katamso,1,0,3,KOTA BANDUNG
24,2022-07-06,Buah Batu,2,1143.5,130.5,18.3600005,14.5,2022-07-06_Buah Batu,0,0,2,KOTA BANDUNG
25,2022-07-06,Budhi,1,474.5,81.75,8.272499499999999,9.5,2022-07-06_Budhi,1,1,0,KOTA BANDUNG
26,2022-07-06,Bukit Raya,3,405.0,87.5,6.02,4.0,2022-07-06_Bukit Raya,4,1,0,KOTA BANDUNG
27,2022-07-06,Caringin,2,583.0,81.75,12.17,7.5,2022-07-06_Caringin,1,0,3,KOTA BANDUNG
28,2022-07-06,Cendana,3,229.0,104.5,6.025,4.0,2022-07-06_Cendana,4,1,0,KOTA BANDUNG
29,2022-07-06,Cibaduyut Raya,3,1008.0,86.5,9.9425,47.5,2022-07-06_Cibaduyut Raya,1,0,3,KOTA BANDUNG
30,2022-07-06,Cibodas Raya,2,511.0,98.0,10.55,9.0,2022-07-06_Cibodas Raya,1,1,3,KOTA BANDUNG
31,2022-07-06,Cibogo Atas,2,471.0,68.0,10.43,9.0,2022-07-06_Cibogo Atas,1,1,3,KOTA BANDUNG
32,2022-07-06,Cibolerang,2,693.0,91.0,11.49,9.0,2022-07-06_Cibolerang,1,0,3,KOTA BANDUNG
33,2022-07-06,Cibolerang Barat,3,462.0,92.0,10.86,7.0,2022-07-06_Cibolerang Barat,1,1,3,KOTA BANDUNG
34,2022-07-06,Cidurian Selatan,1,605.0,89.75,10.86,10.0,2022-07-06_Cidurian Selatan,1,1,3,KOTA BANDUNG
35,2022-07-06,Cidurian Utara,2,475.0,92.5,9.684999,16.0,2022-07-06_Cidurian Utara,1,1,3,KOTA BANDUNG
36,2022-07-06,Cigadung Raya Barat,3,198.0,434.0,1.33,1.0,2022-07-06_Cigadung Raya Barat,4,1,0,KOTA BANDUNG
37,2022-07-06,Cigadung Raya Selatan,2,722.0,75.5,14.86,8.0,2022-07-06_Cigadung Raya Selatan,1,0,3,KOTA BANDUNG
38,2022-07-06,Cigagak Cipadung,2,795.0,129.5,12.105,4.5,2022-07-06_Cigagak Cipadung,1,0,3,KOTA BANDUNG
39,2022-07-06,Cigending,2,374.0,85.0,8.14,7.0,2022-07-06_Cigending,4,1,0,KOTA BANDUNG
40,2022-07-06,Cigondewah Kaler,1,824.0,81.75,12.755,8.0,2022-07-06_Cigondewah Kaler,1,0,3,KOTA BANDUNG
41,2022-07-06,Cigondewah Rahayu,2,714.0,108.0,12.98,10.0,2022-07-06_Cigondewah Rahayu,1,0,3,KOTA BANDUNG
42,2022-07-06,Cihampelas,3,957.0,136.0,10.37,12.0,2022-07-06_Cihampelas,1,0,3,KOTA BANDUNG
43,2022-07-06,Cihapit,3,366.0,90.0,7.8500004,4.0,2022-07-06_Cihapit,4,1,0,KOTA BANDUNG
44,2022-07-06,Cijagra,2,629.0,85.0,12.235,9.5,2022-07-06_Cijagra,1,0,3,KOTA BANDUNG
45,2022-07-06,Cijambe,2,453.0,75.0,11.135,8.0,2022-07-06_Cijambe,1,1,3,KOTA BANDUNG
46,2022-07-06,Cijerah Raya,2,777.5,103.0,15.61,15.0,2022-07-06_Cijerah Raya,1,0,3,KOTA BANDUNG
47,2022-07-06,Cikajang Raya,1,603.0,69.5,14.61,4.0,2022-07-06_Cikajang Raya,1,0,3,KOTA BANDUNG
48,2022-07-06,Cikapayang,3,361.0,97.0,8.79,13.0,2022-07-06_Cikapayang,4,1,0,KOTA BANDUNG
49,2022-07-06,Cikawao,3,380.0,98.0,9.29,8.0,2022-07-06_Cikawao,4,1,0,KOTA BANDUNG
50,2022-07-06,Cikondang,3,395.0,133.0,7.48,3.0,2022-07-06_Cikondang,4,1,0,KOTA BANDUNG
51,2022-07-06,Cikutra,2,517.0,91.5,9.42,7.5,2022-07-06_Cikutra,1,1,3,KOTA BANDUNG
52,2022-07-06,Cikutra Barat,2,533.0,92.75,12.3275,18.5,2022-07-06_Cikutra Barat,1,0,3,KOTA BANDUNG
53,2022-07-06,Cimincrang,3,394.75,98.75,10.7825,4.5,2022-07-06_Cimincrang,1,1,0,KOTA BANDUNG
54,2022-07-06,Cinambo,2,703.0,61.0,12.290001,7.0,2022-07-06_Cinambo,1,0,3,KOTA BANDUNG
55,2022-07-06,Cinangka,1,631.0,65.0,12.88,2.0,2022-07-06_Cinangka,1,0,3,KOTA BANDUNG
56,2022-07-06,Cingised,2,712.5,78.0,12.42,5.5,2022-07-06_Cingised,1,0,3,KOTA BANDUNG
57,2022-07-06,Cipamokolan,2,551.0,66.5,14.71,9.0,2022-07-06_Cipamokolan,1,0,3,KOTA BANDUNG
58,2022-07-06,Ciparay,1,394.0,81.5,7.81,8.0,2022-07-06_Ciparay,4,1,0,KOTA BANDUNG
59,2022-07-06,Cipedes Tengah,2,428.0,100.75,8.115,8.5,2022-07-06_Cipedes Tengah,4,1,0,KOTA BANDUNG
60,2022-07-06,Ciroyom,2,965.0,109.0,16.38,15.0,2022-07-06_Ciroyom,0,0,3,KOTA BANDUNG
61,2022-07-06,Cisaranten Kulon,1,562.0,60.0,12.81,1.0,2022-07-06_Cisaranten Kulon,1,0,3,KOTA BANDUNG
62,2022-07-06,Cisaranten Wetan,3,444.0,113.0,9.02,4.0,2022-07-06_Cisaranten Wetan,4,1,0,KOTA BANDUNG
63,2022-07-06,Cisitu Lama,1,364.0,70.0,9.43,6.0,2022-07-06_Cisitu Lama,4,1,0,KOTA BANDUNG
64,2022-07-06,Citra Green,2,266.0,101.5,6.9,2.0,2022-07-06_Citra Green,4,1,0,KOTA BANDUNG
65,2022-07-06,Ciumbuleuit,2,843.0,120.5,11.9700005,18.0,2022-07-06_Ciumbuleuit,1,0,3,KOTA BANDUNG
66,2022-07-06,Ciwaruga Raya,2,678.5,71.0,13.4,5.0,2022-07-06_Ciwaruga Raya,1,0,3,KOTA BANDUNG
67,2022-07-06,Ciwastra,2,927.0,93.0,15.85,12.0,2022-07-06_Ciwastra,0,0,3,KOTA BANDUNG
68,2022-07-06,Cukangkawung,2,469.0,110.0,8.67,9.0,2022-07-06_Cukangkawung,4,1,0,KOTA BANDUNG
69,2022-07-06,DR Ir Sukarno,3,186.0,90.0,5.51,4.0,2022-07-06_DR Ir Sukarno,4,1,0,KOTA BANDUNG
70,2022-07-06,Dakota Raya,3,339.5,260.0,6.38,6.5,2022-07-06_Dakota Raya,4,1,0,KOTA BANDUNG
71,2022-07-06,Dalem Kaum,2,610.0,71.5,14.2375005,9.5,2022-07-06_Dalem Kaum,1,0,3,KOTA BANDUNG
72,2022-07-06,Dayang Sumbi,3,248.0,121.75,5.6475,10.5,2022-07-06_Dayang Sumbi,4,1,0,KOTA BANDUNG
73,2022-07-06,Derwati,2,927.0,89.0,17.13,7.0,2022-07-06_Derwati,0,0,3,KOTA BANDUNG
74,2022-07-06,Dewi Sartika,3,372.5,92.25,10.61,9.0,2022-07-06_Dewi Sartika,1,1,0,KOTA BANDUNG
75,2022-07-06,Dipati Ukur,2,749.0,86.5,13.71,9.0,2022-07-06_Dipati Ukur,1,0,3,KOTA BANDUNG
76,2022-07-06,Diponegoro,3,538.0,88.5,12.45,16.0,2022-07-06_Diponegoro,1,0,3,KOTA BANDUNG
77,2022-07-06,Djundjunan,4,52.0,343.5,0.525,9.5,2022-07-06_Djundjunan,4,1,0,KOTA BANDUNG
78,2022-07-06,Dr Djundjunan,2,1535.0,109.75,23.5225,19.0,2022-07-06_Dr Djundjunan,0,0,2,KOTA BANDUNG
79,2022-07-06,Dr Otten,4,250.0,109.0,4.38,6.0,2022-07-06_Dr Otten,4,1,0,KOTA BANDUNG
80,2022-07-06,Dr Rum,3,515.0,166.5,8.39,13.5,2022-07-06_Dr Rum,4,1,0,KOTA BANDUNG
81,2022-07-06,Dr Setiabudi,2,1104.0,104.0,17.93,31.0,2022-07-06_Dr Setiabudi,0,0,2,KOTA BANDUNG
82,2022-07-06,Dulatip,3,486.0,133.0,8.615,8.0,2022-07-06_Dulatip,4,1,0,KOTA BANDUNG
83,2022-07-06,Elang Raya,3,455.0,97.0,9.61,3.0,2022-07-06_Elang Raya,4,1,0,KOTA BANDUNG
84,2022-07-06,Flyover Antapani,3,402.0,155.0,6.74,8.0,2022-07-06_Flyover Antapani,4,1,0,KOTA BANDUNG
85,2022-07-06,Flyover Kiaracondong,2,1158.0,89.5,23.33,8.0,2022-07-06_Flyover Kiaracondong,0,0,2,KOTA BANDUNG
86,2022-07-06,Gandapura,2,832.0,71.5,17.3199995,5.0,2022-07-06_Gandapura,0,0,3,KOTA BANDUNG
87,2022-07-06,Ganesha,3,455.5,91.5,9.335,4.0,2022-07-06_Ganesha,4,1,0,KOTA BANDUNG
88,2022-07-06,Gardujati,3,344.0,98.0,8.775,12.0,2022-07-06_Gardujati,4,1,0,KOTA BANDUNG
89,2022-07-06,Garuda,3,656.0,98.5,13.285,18.0,2022-07-06_Garuda,1,0,3,KOTA BANDUNG
90,2022-07-06,Gatot Subroto,2,1029.0,99.0,15.76,21.0,2022-07-06_Gatot Subroto,0,0,3,KOTA BANDUNG
91,2022-07-06,Gede Bage,2,1008.5,111.5,15.195,9.0,2022-07-06_Gede Bage,0,0,3,KOTA BANDUNG
92,2022-07-06,Gegerkalong Girang,1,705.0,76.25,11.3975,6.5,2022-07-06_Gegerkalong Girang,1,0,3,KOTA BANDUNG
93,2022-07-06,Gegerkalong Hilir,2,852.0,126.5,11.86,20.5,2022-07-06_Gegerkalong Hilir,1,0,3,KOTA BANDUNG
94,2022-07-06,Gempol Sari,2,700.0,90.0,12.25,7.0,2022-07-06_Gempol Sari,1,0,3,KOTA BANDUNG
95,2022-07-06,Gerbang Tol Buah Batu,3,393.0,96.5,9.04,7.0,2022-07-06_Gerbang Tol Buah Batu,4,1,0,KOTA BANDUNG
96,2022-07-06,Gerbang Tol Gede Bage,5,318.5,-1.0,0.0,120.0,2022-07-06_Gerbang Tol Gede Bage,3,2,1,KOTA BANDUNG
97,2022-07-06,Gerbang Tol Kopo,3,227.0,93.0,5.885,6.0,2022-07-06_Gerbang Tol Kopo,4,1,0,KOTA BANDUNG
98,2022-07-06,Gerbang Tol Mohammad Toha,3,364.0,112.0,7.925,2.0,2022-07-06_Gerbang Tol Mohammad Toha,4,1,0,KOTA BANDUNG
99,2022-07-06,Gerbang Tol Pasir Koja,2,716.0,106.0,11.4,9.5,2022-07-06_Gerbang Tol Pasir Koja,1,0,3,KOTA BANDUNG
100,2022-07-06,Gerbang Tol Pasteur 2,3,323.0,150.25,5.8625,9.0,2022-07-06_Gerbang Tol Pasteur 2,4,1,0,KOTA BANDUNG
101,2022-07-06,Golf Barat,3,513.0,117.0,10.105,13.0,2022-07-06_Golf Barat,1,1,3,KOTA BANDUNG
102,2022-07-06,Gudang Utara,2,667.25,86.5,13.085,9.0,2022-07-06_Gudang Utara,1,0,3,KOTA BANDUNG
103,2022-07-06,Guntursari Wetan,2,390.0,93.0,8.87,6.0,2022-07-06_Guntursari Wetan,4,1,0,KOTA BANDUNG
104,2022-07-06,HOS Cokroaminoto,3,569.0,125.0,9.68,30.0,2022-07-06_HOS Cokroaminoto,1,1,3,KOTA BANDUNG
105,2022-07-06,Haji Tatang Sumantri,4,209.0,177.0,3.24,8.0,2022-07-06_Haji Tatang Sumantri,4,1,0,KOTA BANDUNG
106,2022-07-06,Hasanudin,2,400.0,89.25,9.9975,4.5,2022-07-06_Hasanudin,4,1,0,KOTA BANDUNG
107,2022-07-06,Holis,2,1074.5,129.0,16.36,23.0,2022-07-06_Holis,0,0,3,KOTA BANDUNG
108,2022-07-06,Ibu Inggit Garnasih,2,655.75,88.25,13.8650005,6.5,2022-07-06_Ibu Inggit Garnasih,1,0,3,KOTA BANDUNG
109,2022-07-06,Indrayasa,3,493.0,109.5,7.58,7.0,2022-07-06_Indrayasa,4,1,0,KOTA BANDUNG
110,2022-07-06,Inhoftank,2,167.0,73.5,4.465,5.0,2022-07-06_Inhoftank,4,1,0,KOTA BANDUNG
111,2022-07-06,Ir Haji Juanda,2,1034.0,109.0,15.43,26.0,2022-07-06_Ir Haji Juanda,0,0,3,KOTA BANDUNG
112,2022-07-06,Istana Pasteur Regency,3,327.0,172.5,5.16,7.0,2022-07-06_Istana Pasteur Regency,4,1,0,KOTA BANDUNG
113,2022-07-06,Jalan ABC,2,551.0,87.0,11.63,10.0,2022-07-06_Jalan ABC,1,1,3,KOTA BANDUNG
114,2022-07-06,Jalan Aceh,2,599.0,87.5,12.145,12.0,2022-07-06_Jalan Aceh,1,0,3,KOTA BANDUNG
115,2022-07-06,Jalan Arcamanik Sindanglaya,2,827.0,83.0,16.07,9.0,2022-07-06_Jalan Arcamanik Sindanglaya,0,0,3,KOTA BANDUNG
116,2022-07-06,Jalan Banda,3,545.0,91.0,10.8,16.0,2022-07-06_Jalan Banda,1,1,3,KOTA BANDUNG
117,2022-07-06,Jalan Belitung,2,497.0,86.0,12.925,4.5,2022-07-06_Jalan Belitung,1,1,3,KOTA BANDUNG
118,2022-07-06,Jalan Bengawan,2,754.0,98.0,11.99,17.5,2022-07-06_Jalan Bengawan,1,0,3,KOTA BANDUNG
119,2022-07-06,Jalan Bogor,3,317.0,111.0,6.79,21.0,2022-07-06_Jalan Bogor,4,1,0,KOTA BANDUNG
120,2022-07-06,Jalan Burangrang,2,598.5,80.5,14.02,5.0,2022-07-06_Jalan Burangrang,1,0,3,KOTA BANDUNG
121,2022-07-06,Jalan Cemara,2,552.0,83.5,12.83,9.0,2022-07-06_Jalan Cemara,1,0,3,KOTA BANDUNG
122,2022-07-06,Jalan Cibadak,3,372.0,126.75,7.0125,8.5,2022-07-06_Jalan Cibadak,4,1,0,KOTA BANDUNG
123,2022-07-06,Jalan Cilaki,2,437.0,87.75,10.015,2.0,2022-07-06_Jalan Cilaki,1,1,0,KOTA BANDUNG
124,2022-07-06,Jalan Cilamaya,3,257.0,109.5,6.52250015,2.0,2022-07-06_Jalan Cilamaya,4,1,0,KOTA BANDUNG
125,2022-07-06,Jalan Cimandiri,3,358.0,86.0,10.18,5.0,2022-07-06_Jalan Cimandiri,4,1,0,KOTA BANDUNG
126,2022-07-06,Jalan Cimanuk,3,239.0,74.5,6.5,2.0,2022-07-06_Jalan Cimanuk,4,1,0,KOTA BANDUNG
127,2022-07-06,Jalan Cimuncang,2,589.5,110.0,9.405,5.0,2022-07-06_Jalan Cimuncang,1,1,3,KOTA BANDUNG
128,2022-07-06,Jalan Cisangkuy,2,204.0,82.0,4.87,3.0,2022-07-06_Jalan Cisangkuy,4,1,0,KOTA BANDUNG
129,2022-07-06,Jalan Citarum,3,326.0,146.75,5.890000199999999,7.0,2022-07-06_Jalan Citarum,4,1,0,KOTA BANDUNG
130,2022-07-06,Jalan Gunung Batu,2,702.5,95.0,14.35,16.5,2022-07-06_Jalan Gunung Batu,1,0,3,KOTA BANDUNG
131,2022-07-06,Jalan Jakarta,2,971.0,69.5,20.36,19.0,2022-07-06_Jalan Jakarta,0,0,2,KOTA BANDUNG
132,2022-07-06,Jalan Jawa,2,704.0,78.5,14.59,5.0,2022-07-06_Jalan Jawa,1,0,3,KOTA BANDUNG
133,2022-07-06,Jalan Jurang,2,627.0,105.0,8.9475005,5.5,2022-07-06_Jalan Jurang,1,1,3,KOTA BANDUNG
134,2022-07-06,Jalan Kebonjati,3,729.0,99.0,15.295,17.0,2022-07-06_Jalan Kebonjati,1,0,3,KOTA BANDUNG
135,2022-07-06,Jalan Lombok,2,554.0,94.0,11.7300005,12.0,2022-07-06_Jalan Lombok,1,1,3,KOTA BANDUNG
136,2022-07-06,Jalan Malabar,2,295.0,85.5,6.225,5.0,2022-07-06_Jalan Malabar,4,1,0,KOTA BANDUNG
137,2022-07-06,Jalan Natuna,2,338.0,74.5,9.84,4.0,2022-07-06_Jalan Natuna,4,1,0,KOTA BANDUNG
138,2022-07-06,Jalan Progo,2,297.5,99.5,5.235,6.5,2022-07-06_Jalan Progo,4,1,0,KOTA BANDUNG
139,2022-07-06,Jalan Purwakarta,2,612.0,87.5,14.52,6.0,2022-07-06_Jalan Purwakarta,1,0,3,KOTA BANDUNG
140,2022-07-06,Jalan Raya Bojongsoang,4,184.0,105.0,5.3,2.0,2022-07-06_Jalan Raya Bojongsoang,4,1,0,KOTA BANDUNG
141,2022-07-06,Jalan Raya Dayeuhkolot,3,521.0,93.0,11.9549995,10.0,2022-07-06_Jalan Raya Dayeuhkolot,1,1,3,KOTA BANDUNG
142,2022-07-06,Jalan Raya Lembang,3,411.0,171.0,7.14,14.0,2022-07-06_Jalan Raya Lembang,4,1,0,KOTA BANDUNG
143,2022-07-06,Jalan Raya Sapan,3,272.5,137.25,5.1675,10.0,2022-07-06_Jalan Raya Sapan,4,1,0,KOTA BANDUNG
144,2022-07-06,Jalan Rumah Sakit,2,1142.0,105.25,20.48,9.0,2022-07-06_Jalan Rumah Sakit,0,0,2,KOTA BANDUNG
145,2022-07-06,Jalan Seram,3,391.0,101.0,8.68,12.0,2022-07-06_Jalan Seram,4,1,0,KOTA BANDUNG
146,2022-07-06,Jalan Sukabumi,3,337.0,123.5,7.6899996,10.0,2022-07-06_Jalan Sukabumi,4,1,0,KOTA BANDUNG
147,2022-07-06,Jalan Sumatra,3,319.25,94.0,7.665,4.0,2022-07-06_Jalan Sumatra,4,1,0,KOTA BANDUNG
148,2022-07-06,Jalan Sumbawa,2,755.0,82.0,15.35,1.0,2022-07-06_Jalan Sumbawa,1,0,3,KOTA BANDUNG
149,2022-07-06,Jalan Sunda,3,566.0,102.0,8.93,8.0,2022-07-06_Jalan Sunda,1,1,3,KOTA BANDUNG
150,2022-07-06,Jamika,3,578.5,99.75,13.599999,8.0,2022-07-06_Jamika,1,0,3,KOTA BANDUNG
151,2022-07-06,Jatihandap,1,490.5,66.5,10.315,2.0,2022-07-06_Jatihandap,1,1,3,KOTA BANDUNG
152,2022-07-06,Jenderal AH Nasution,3,1382.0,122.0,17.27,44.0,2022-07-06_Jenderal AH Nasution,0,0,2,KOTA BANDUNG
153,2022-07-06,Jenderal Ahmad Yani,3,950.0,134.0,11.39,22.0,2022-07-06_Jenderal Ahmad Yani,1,0,3,KOTA BANDUNG
154,2022-07-06,Jenderal Haji Amir Machmud,3,458.0,99.75,9.915,9.5,2022-07-06_Jenderal Haji Amir Machmud,1,1,0,KOTA BANDUNG
155,2022-07-06,Jenderal Ibrahim Adjie,2,1155.0,118.0,16.7,37.0,2022-07-06_Jenderal Ibrahim Adjie,0,0,2,KOTA BANDUNG
156,2022-07-06,Jenderal Sudirman,3,882.5,119.5,11.165,23.0,2022-07-06_Jenderal Sudirman,1,0,3,KOTA BANDUNG
157,2022-07-06,KH Ahmad Dahlan,3,560.0,100.0,11.79,9.0,2022-07-06_KH Ahmad Dahlan,1,1,3,KOTA BANDUNG
158,2022-07-06,KH Wahid Hasyim,3,785.0,69.25,13.4074995,55.5,2022-07-06_KH Wahid Hasyim,0,0,3,KOTA BANDUNG
159,2022-07-06,Kalipah Apo,3,472.0,84.0,9.765,15.0,2022-07-06_Kalipah Apo,1,1,3,KOTA BANDUNG
160,2022-07-06,Kamuning,3,237.0,120.0,6.6099997,4.0,2022-07-06_Kamuning,4,1,0,KOTA BANDUNG
161,2022-07-06,Kapten Tata Natanegara,4,363.0,304.0,3.78,8.0,2022-07-06_Kapten Tata Natanegara,4,1,0,KOTA BANDUNG
162,2022-07-06,Karapitan,2,874.0,105.0,14.82,16.0,2022-07-06_Karapitan,1,0,3,KOTA BANDUNG
163,2022-07-06,Karawitan,2,710.0,104.5,14.0,10.0,2022-07-06_Karawitan,1,0,3,KOTA BANDUNG
164,2022-07-06,Kawaluyaan,2,235.0,113.0,5.19000015,8.5,2022-07-06_Kawaluyaan,4,1,0,KOTA BANDUNG
165,2022-07-06,Kebon Bibit,3,479.0,111.0,8.71,3.5,2022-07-06_Kebon Bibit,4,1,0,KOTA BANDUNG
166,2022-07-06,Kebon Jukut,3,289.0,93.0,8.06,4.0,2022-07-06_Kebon Jukut,4,1,0,KOTA BANDUNG
167,2022-07-06,Kebon Kawung,2,662.0,84.0,15.23,6.0,2022-07-06_Kebon Kawung,1,0,3,KOTA BANDUNG
168,2022-07-06,Kebon Kopi,2,725.0,63.5,14.99,6.0,2022-07-06_Kebon Kopi,1,0,3,KOTA BANDUNG
169,2022-07-06,Kepatihan,3,295.0,153.5,5.9425,4.0,2022-07-06_Kepatihan,4,1,0,KOTA BANDUNG
170,2022-07-06,Kliningan,3,384.5,152.5,8.3525005,9.5,2022-07-06_Kliningan,4,1,0,KOTA BANDUNG
171,2022-07-06,Komodor Udara Supadio,1,875.5,108.5,13.77,3.0,2022-07-06_Komodor Udara Supadio,1,0,3,KOTA BANDUNG
172,2022-07-06,Kopo,3,557.0,128.0,9.83,15.0,2022-07-06_Kopo,1,1,3,KOTA BANDUNG
173,2022-07-06,Kopo Permai,3,304.5,170.5,4.52,6.0,2022-07-06_Kopo Permai,4,1,0,KOTA BANDUNG
174,2022-07-06,LLRE Martadinata,2,857.5,116.75,14.105,14.5,2022-07-06_LLRE Martadinata,1,0,3,KOTA BANDUNG
175,2022-07-06,Lapang Supratman,3,334.0,90.5,8.76,2.0,2022-07-06_Lapang Supratman,4,1,0,KOTA BANDUNG
176,2022-07-06,Laswi,3,368.0,106.5,8.84,8.0,2022-07-06_Laswi,4,1,0,KOTA BANDUNG
177,2022-07-06,Lembong,3,480.0,62.5,13.405,2.0,2022-07-06_Lembong,1,0,3,KOTA BANDUNG
178,2022-07-06,Lengkong Besar,2,1125.0,79.0,19.01,11.0,2022-07-06_Lengkong Besar,0,0,2,KOTA BANDUNG
179,2022-07-06,Lengkong Kecil,2,528.0,95.0,9.37,15.0,2022-07-06_Lengkong Kecil,1,1,3,KOTA BANDUNG
180,2022-07-06,Leuwi Panjang,2,648.0,78.0,14.31,6.0,2022-07-06_Leuwi Panjang,1,0,3,KOTA BANDUNG
181,2022-07-06,Leuwipanjang,5,22.0,-1.0,0.0,60.0,2022-07-06_Leuwipanjang,3,2,1,KOTA BANDUNG
182,2022-07-06,Lodaya,2,569.0,84.0,11.19,4.0,2022-07-06_Lodaya,1,1,3,KOTA BANDUNG
183,2022-07-06,Logam,3,460.0,128.0,8.13,5.0,2022-07-06_Logam,4,1,0,KOTA BANDUNG
184,2022-07-06,Mahar Martanegara,2,702.0,100.0,14.37,8.0,2022-07-06_Mahar Martanegara,1,0,3,KOTA BANDUNG
185,2022-07-06,Mahmud,2,287.0,88.75,6.3425,11.5,2022-07-06_Mahmud,4,1,0,KOTA BANDUNG
186,2022-07-06,Maleber Utara,3,850.0,149.75,18.1025,11.5,2022-07-06_Maleber Utara,0,0,3,KOTA BANDUNG
187,2022-07-06,Margacinta,3,924.5,115.0,13.675,32.0,2022-07-06_Margacinta,0,0,3,KOTA BANDUNG
188,2022-07-06,Maskumambang,3,291.0,89.0,8.65,4.0,2022-07-06_Maskumambang,4,1,0,KOTA BANDUNG
189,2022-07-06,Maulana Yusuf,3,241.0,136.5,4.9050002,6.0,2022-07-06_Maulana Yusuf,4,1,0,KOTA BANDUNG
190,2022-07-06,Mekar Utama,3,430.0,102.0,9.2,3.0,2022-07-06_Mekar Utama,4,1,0,KOTA BANDUNG
191,2022-07-06,Melong Raya,2,486.0,77.0,13.35,7.0,2022-07-06_Melong Raya,1,0,3,KOTA BANDUNG
192,2022-07-06,Melongasih,3,508.0,90.5,9.780001,10.0,2022-07-06_Melongasih,1,1,3,KOTA BANDUNG
193,2022-07-06,Merdeka,2,919.0,99.0,16.665,18.0,2022-07-06_Merdeka,0,0,3,KOTA BANDUNG
194,2022-07-06,Mohammad Ramdan,2,603.0,87.0,11.719999,11.0,2022-07-06_Mohammad Ramdan,1,0,3,KOTA BANDUNG
195,2022-07-06,Mohammad Toha,3,914.0,133.0,14.01,29.0,2022-07-06_Mohammad Toha,1,0,3,KOTA BANDUNG
196,2022-07-06,Mustang,3,327.0,168.25,5.939999800000001,16.5,2022-07-06_Mustang,4,1,0,KOTA BANDUNG
197,2022-07-06,N11 Flyover Cimindi,3,652.0,84.0,16.99,3.0,2022-07-06_N11 Flyover Cimindi,1,0,3,KOTA BANDUNG
198,2022-07-06,N11 Flyover Kopo-Cibaduyut,5,1194.0,-1.0,0.0,120.0,2022-07-06_N11 Flyover Kopo-Cibaduyut,3,2,1,KOTA BANDUNG
