iter	RMSE
224	154.6070527
225	154.2713217
226	153.8711448
227	153.428105
228	152.944843
229	152.523466
230	152.1071198
231	151.3434743
232	151.1051716
233	150.855441
234	150.450358
235	150.0661475
236	149.8657959
237	149.5932867
238	149.1981281
239	149.0030249
240	148.6531672
241	148.4785311
242	148.2958482
243	147.6729197
244	147.4696505
245	147.1944066
246	146.8785532
247	146.4374395
248	146.2690309
249	145.9923709
250	145.8192543
251	145.5509119
252	145.4047779
253	145.1508095
254	144.7187115
255	144.4962715
256	144.2379856
257	143.8388533
258	143.6780779
259	143.364193
260	143.1660437
261	142.8372284
262	142.3868125
263	142.1858642
264	141.9784622
265	141.8314581
266	141.4517692
267	141.2488948
268	141.1129295
269	140.7814329
270	140.55937
271	140.3735535
272	140.1902326
273	140.0549506
274	139.8369207
275	139.381489
276	139.180154
277	138.4394353
278	138.2640831
279	137.7779561
280	137.5601016
281	137.0435005
282	136.8394212
283	136.6505237
284	136.4741354
285	135.9337461
286	135.75524
287	135.477334
288	135.2870231
289	135.1196897
290	134.8919296
291	134.7679847
292	134.370236
293	134.209232
294	133.9752282
295	133.7923661
296	133.6032375
297	133.4462088
298	133.2819108
299	133.1272197
300	132.7542013
301	132.582082
302	132.4462628
303	132.2784244
304	132.0896028
305	131.4994325
306	131.3517733
307	131.1892318
308	131.0445194
309	130.561123
310	130.4189006
311	130.2844774
312	129.5443768
313	129.4044202
314	129.2510856
315	129.1131857
316	128.620234
317	128.4845866
318	128.0258532
319	127.8709318
320	127.7181038
321	127.5727276
322	127.4364673
323	127.1088975
324	126.9603034
325	126.8312229
326	126.6907953
327	126.0137826
328	125.8883983
329	125.5340885
330	125.4099538
331	124.9513755
332	124.498418
333	124.3749122
334	124.2423948
335	124.1205861
336	123.9981491
337	123.8781461
338	123.3311619
339	122.7814963
340	122.6549952
341	122.5369748
342	122.436077
343	122.3196475
344	122.203971
345	122.0899946
346	121.5674827
347	121.1167377
348	121.0039236
349	120.8970964
350	120.4961292
351	120.0665692
352	119.9619924
353	119.5103765
354	119.3932464
355	119.2910804
356	118.8877469
357	118.3641306
358	117.6806908
359	117.5604993
360	116.876165
361	116.4673388
362	115.8114043
363	115.5609505
364	115.0896386
365	114.8768505
366	114.6701172
367	114.5748014
368	114.0718632
369	113.7440738
370	113.1139161
371	112.9138293
372	112.6725643
373	112.0664665
374	111.9764037
375	111.3449537
376	111.2534068
377	110.6334794
378	110.4132185
379	109.8629055
380	109.6757974
381	109.0987784
382	108.5330604
383	108.447924
384	108.2609299
385	107.7081728
386	107.1253955
387	106.9228982
388	106.8380501
389	106.32371
390	105.9422073
391	105.43306
392	105.0575702
393	104.678044
394	104.3237857
395	103.7014556
396	103.2096796
397	102.7001746
398	102.0951529
399	101.9605397
400	101.8276285
401	101.7435062
402	101.6131646
403	101.143331
404	101.0669761
405	100.5783217
406	100.0737541
407	99.70847808
408	99.12638448
409	98.7778165
410	98.40445736
411	97.84436822
412	97.69238136
413	97.33931342
414	96.8546477
415	96.51506164
416	96.36714112
417	96.11138248
418	95.57088382
419	95.10452772
420	94.86740209
421	94.32488108
422	94.17794023
423	93.59258251
424	93.4533774
425	93.31584067
426	92.8439463
427	92.67515845
428	92.21010258
429	92.04496072
430	91.58657502
431	91.42391084
432	90.97210095
433	90.81187668
434	90.36654957
435	90.20872802
436	89.76979192
437	89.33656191
438	89.18170003
439	88.75469278
440	88.60177587
441	88.17464585
442	88.02409725
443	87.60936433
444	87.46112692
445	87.05241234
446	86.90644815
447	86.50366466
448	86.10614881
449	85.96299697
450	85.57125357
451	85.43028701
452	85.29091958
453	84.89924738
454	84.46019503
455	84.08216369
456	83.94625958
457	83.64425758
458	83.51074583
459	83.14053678
460	82.84445717
461	82.71380605
462	82.58464186
463	82.13541765
464	82.00770265
465	81.56814616
466	81.44186139
467	81.01177548
468	80.88690259
469	80.46609383
470	80.34261507
471	80.07440795
472	79.95208609
473	79.83116616
474	79.56691129
475	79.44712116
476	79.04279494
477	78.92435105
478	78.66765573
479	78.55032
480	78.20572934
481	78.09022814
482	77.83804582
483	77.43870476
484	77.32491865
485	76.98871928
486	76.87670648
487	76.48596148
488	76.10407442
489	76.02107198
490	75.93901101
491	75.55404749
492	75.18296453
493	75.10223284
494	75.02241714
495	74.64309135
496	74.32229374
497	74.24319424
498	74.16499164
499	73.79210934
500	73.4776526
501	73.40014408
502	73.03381817
503	72.95694192
504	72.64869368
505	72.28879339
506	72.21454491
507	71.85893986
508	71.73950706
509	71.43883044
510	71.08957412
511	71.0163285
512	70.67122893
513	70.59840794
514	70.32655606
515	70.25358245
516	69.91277445
517	69.64586703
518	69.57412776
519	69.31165876
520	69.24136454
521	68.88438759
522	68.55018447
523	68.45862467
524	68.12842944
525	68.06064644
526	67.73433648
527	67.37637148
528	67.28746357
529	66.96694873
530	66.62756947
531	66.44948691
532	66.27530562
533	65.94194411
534	65.77209867
535	65.44409829
536	65.27846528
537	65.19328938
538	64.87125234
539	64.74860318
540	64.41546307
541	64.29537021
542	63.95573831
543	63.85961069
544	63.54700934
545	63.22670376
546	63.13225819
547	63.06955751
548	62.75440335
549	62.44174507
550	62.3799294
551	62.29560562
552	61.97477819
553	61.91370662
554	61.60133422
555	61.51802218
556	61.45285146
557	61.15725288
558	60.8554232
559	60.77739441
560	60.70059323
561	60.39842261
562	60.11283471
563	60.03714143
564	59.74364891
565	59.66906805
566	59.39157785
567	59.05635991
568	58.98273283
569	58.92839748
570	58.87479084
571	58.8028103
572	58.52045824
573	58.2538178
574	58.036399
575	57.98752103
576	57.93928334
577	57.89167733
578	57.62989372
579	57.31212764
580	57.26490111
581	57.21829284
582	57.1722945
583	57.12689789
584	56.86002114
585	56.57503873
586	56.53058897
587	56.46300313
588	56.24849189
589	56.16889409
590	56.10256631
591	55.85257851
592	55.50988993
593	55.46691229
594	55.22210376
595	54.93486449
596	54.89213753
597	54.84996736
598	54.56655167
599	54.30686233
600	54.15920426
601	54.01895984
602	53.93040046
603	53.63746487
604	53.57466186
605	53.38593378
606	53.31027146
607	53.25425596
608	53.06822523
609	52.79574939
610	52.54759572
611	52.47394134
612	52.40134917
613	52.32980023
614	52.25927597
615	52.18975831
616	52.0080275
617	51.93939297
618	51.87173182
619	51.63861588
620	51.39009873
621	51.13560768
622	51.05359222
623	51.0238943
624	50.78753564
625	50.70722905
626	50.46405766
627	50.43476277
628	50.19909687
629	50.17023166
630	50.1046457
631	49.85318183
632	49.61345616
633	49.43397308
634	49.19846335
635	48.97181062
636	48.85455098
637	48.62429947
638	48.45086535
639	48.22462757
640	48.00228383
641	47.73994225
642	47.48150881
643	47.31366171
644	47.06032804
645	46.85407429
646	46.74613541
647	46.70643811
648	46.45874756
649	46.29849374
650	46.05568603
651	45.81652098
652	45.58094788
653	45.3618672
654	45.32257161
655	45.10644446
656	45.06770709
657	44.8544989
658	44.81630866
659	44.72345914
660	44.51444366
661	44.30830906
662	44.27087541
663	44.06676913
664	44.02985503
665	43.99350938
666	43.79288387
667	43.75704739
668	43.55837691
669	43.53193681
670	43.33669635
671	43.3104676
672	43.14320068
673	42.97794965
674	42.86285398
675	42.67307646
676	42.55978396
677	42.44802441
678	42.35758264
679	42.1712609
680	42.06183342
681	41.87835876
682	41.77063793
683	41.68297387
684	41.50260892
685	41.39712879
686	41.31129855
687	41.19792396
688	41.00439239
689	40.81380429
690	40.64106395
691	40.55945345
692	40.47511511
693	40.37275073
694	40.26366363
695	40.08962658
696	39.91789678
697	39.83487677
698	39.73423482
699	39.56463259
700	39.46527919
701	39.38415032
702	39.30533663
703	39.20761409
704	39.1297646
705	39.04985757
706	38.97084356
707	38.80421042
708	38.70851207
709	38.63196614
710	38.53734745
711	38.46003296
712	38.35757328
713	38.19400906
714	38.03260953
715	37.93957173
716	37.86344655
717	37.70403189
718	37.61265183
719	37.53881955
720	37.46385585
721	37.3739695
722	37.30095649
723	37.2272095
724	37.13879195
725	37.06658866
726	36.99403803
727	36.84360284
728	36.77174915
729	36.70088671
730	36.61436103
731	36.55027007
732	36.40202685
733	36.33188224
734	36.26211778
735	36.19913557
736	36.0528425
737	35.98393961
738	35.83927159
739	35.77102556
740	35.62796169
741	35.56036435
742	35.47821538
743	35.41016852
744	35.34977305
745	35.1895353
746	35.10877899
747	35.04218253
748	34.96234675
749	34.90048045
750	34.74350737
751	34.68467489
752	34.60623472
753	34.46973741
754	34.33318276
755	34.27525628
756	34.09919501
757	34.01880916
758	33.96206906
759	33.81097304
760	33.67905402
761	33.60343443
762	33.47343947
763	33.39877833
764	33.33616178
765	33.25837599
766	33.13077878
767	32.9611514
768	32.93284348
769	32.87811881
770	32.75312381
771	32.62480476
772	32.59715411
773	32.56990113
774	32.44131544
775	32.41446014
776	32.36036252
777	32.23433976
778	32.18070829
779	32.01714621
780	31.9908528
781	31.91606213
782	31.79580343
783	31.6728158
784	31.64709576
785	31.52952312
786	31.40566785
787	31.36356737
788	31.33839623
789	31.21425646
790	31.09918977
791	30.97680689
792	30.93549183
793	30.82252088
794	30.70184936
795	30.66124872
796	30.55033067
797	30.383229
798	30.3433483
799	30.23416535
800	30.06937964
801	30.03020886
802	29.92275319
803	29.88427338
804	29.77858268
805	29.6160157
806	29.57821606
807	29.47419044
808	29.31387694
809	29.27674315
810	29.17435331
811	29.07350375
812	28.91534166
813	28.87899664
814	28.77972881
815	28.74401336
816	28.64637064
817	28.49033416
818	28.4552388
819	28.35912136
820	28.20524957
821	28.17076134
822	28.07614269
823	27.98294997
824	27.80625468
825	27.77244034
826	27.73908625
827	27.64734987
828	27.57353682
829	27.54061764
830	27.3676087
831	27.33509896
832	27.24524226
833	27.15674005
834	27.12488774
835	26.95499798
836	26.92353864
837	26.83640557
838	26.80547379
839	26.7197546
840	26.67206976
841	26.50521188
842	26.47473682
843	26.44467213
844	26.34995576
845	26.27239783
846	26.24294751
847	26.15933865
848	26.06687108
849	26.04442238
850	26.01552905
851	25.96907543
852	25.94713576
853	25.8658088
854	25.79794382
855	25.75445462
856	25.61431261
857	25.57153523
858	25.55012384
859	25.41201022
860	25.36998101
861	25.32559556
862	25.30461438
863	25.16864114
864	25.14789515
865	25.10658407
866	24.97256673
867	24.95210368
868	24.90900276
869	24.86834521
870	24.73638891
871	24.71633461
872	24.67638086
873	24.63406324
874	24.50412629
875	24.432432
876	24.3942689
877	24.32398338
878	24.23436849
879	24.20925638
880	24.17196971
881	24.10318997
882	24.02114506
883	24.00219186
884	23.95187124
885	23.86806489
886	23.72219822
887	23.69814498
888	23.6231264
889	23.59961522
890	23.47840091
891	23.44304165
892	23.4252572
893	23.28316499
894	23.24840215
895	23.23097265
896	23.19690097
897	23.07847237
898	23.061411
899	22.92330094
900	22.88977431
901	22.87305437
902	22.8401951
903	22.82386523
904	22.70814756
905	22.65146073
906	22.58764461
907	22.48363305
908	22.45159614
909	22.31861273
910	22.24712593
911	22.17670266
912	22.10732747
913	22.07054233
914	22.00209595
915	21.92249584
916	21.8442668
917	21.76459891
918	21.6887499
919	21.6205579
920	21.55339774
921	21.44365497
922	21.41713792
923	21.35097534
924	21.32482925
925	21.25951986
926	21.2337392
927	21.16927102
928	21.10558144
929	21.07496468
930	21.0119942
931	20.98179162
932	20.95204648
933	20.85723443
934	20.84220789
935	20.74885011
936	20.73399827
937	20.70473948
938	20.64349983
939	20.62895255
940	20.53746312
941	20.43464137
942	20.40392108
943	20.38959335
944	20.36114584
945	20.25963098
946	20.23158333
947	20.14238373
948	20.04270469
949	20.01071949
950	19.95967278
951	19.90352683
952	19.8718358
953	19.77413223
954	19.7243908
955	19.69319811
956	19.63836743
957	19.59009378
958	19.54139248
959	19.49399261
960	19.43768612
961	19.38408631
962	19.35551881
963	19.30792261
964	19.21364568
965	19.16735959
966	19.11507762
967	19.06957832
968	19.02322167
969	18.97206232
970	18.92732435
971	18.8726322
972	18.82858
973	18.78331256
974	18.72259988
975	18.63171934
976	18.60637623
977	18.55654655
978	18.51392883
979	18.42461714
980	18.38067237
981	18.35309494
982	18.30967511
983	18.2504313
984	18.2093648
985	18.14826051
986	18.06078928
987	18.00908901
988	17.94915229
989	17.92536846
990	17.83938621
991	17.81593142
992	17.73102901
993	17.70789792
994	17.6601469
995	17.57654744
996	17.53471392
997	17.50788104
998	17.46654665
999	17.44006357
